id,col,sp,ud
510_11,forms,ב ה מגזר,ב ה_ מגזר
510_23,forms,ב הם,ב_ _הם
511_4,forms,ל ה משטרה,ל ה_ משטרה
511_6,forms,תנועותיהם,תנועה_ _של_ _הם
512_12,forms,ידם,יד_ _של_ _הם
512_30,forms,ב ה שטחים,ב ה_ שטחים
515_4,forms,ב ה רצועה,ב ה_ רצועה
516_13,forms,מ הם,מן_ _הם
517_5,forms,ב הם,ב_ _הם
519_12,forms,ל בתיהם,ל בית_ _של_ _הם
520_4,forms,ב ה עיירה,ב ה_ עיירה
520_9,forms,ב ה רצועה,ב ה_ רצועה
522_7,forms,התאבדותו,התאבדות_ _של_ _הוא
523_6,forms,ב ה שטחים,ב ה_ שטחים
526_8,forms,ב ראשו,ב ראש_ _של_ _הוא
527_18,forms,מ הם,מן_ _הם
533_14,forms,ו גופתו,ו גופה_ _של_ _הוא
535_2,forms,דווח,דוווח
536_8,forms,מותו,מוות_ _של_ _הוא
536_31,forms,ב תאו,ב תא_ _של_ _הוא
538_5,forms,ל ה מקום,ל ה_ מקום
538_8,forms,מותו,מוות_ _של_ _הוא
539_1,forms,ב ה שטחים,ב ה_ שטחים
544_14,forms,ב ראשה,ב ראש_ _של_ _היא
544_18,forms,ב ה מקום,ב ה_ מקום
546_5,forms,ב ה אזור,ב ה_ אזור
546_7,forms,בואו,בוא_ _של_ _הוא
547_11,forms,ב ה רצועה,ב ה_ רצועה
550_1,forms,ל דבריהם,ל דבר_ _של_ _הם
551_6,forms,ב ה רצועה,ב ה_ רצועה
551_7,forms,ב ה יומיים,ב ה_ יומיים
556_9,forms,ב ה ערב,ב ה_ ערב
558_3,forms,ב רגלו,ב רגל_ _של_ _הוא
558_5,forms,את הוא,את_ _הוא
561_25,forms,ביני הן,בין_ _הן
561_29,forms,מכוניתו,מכונית_ _של_ _הוא
562_9,forms,ב ה אזור,ב ה_ אזור
566_4,forms,ב ה חודש,ב ה_ חודש
566_13,forms,ב ה רצועה,ב ה_ רצועה
568_9,forms,רובם,רובם _הם
569_15,forms,את היא,את_ _היא
571_2,forms,מ הם,מן_ _הם
572_14,forms,ב גבו,ב גב_ _של_ _הוא
572_15,forms,ו ידו,ו יד_ _של_ _הוא
572_28,forms,ב ה חוג,ב ה_ חוג
572_32,forms,מ שיניו,מ שן_ _של_ _הוא
572_41,forms,ל בתיהם,ל בית_ _של_ _הם
574_1,forms,רובם,רובם _הם
575_2,forms,מ הם,מן_ _הם
575_4,forms,ל ה מעצר,ל ה_ מעצר
576_19,forms,ב ראשה,ב ראש_ _של_ _היא
577_17,forms,ב ה שכונה,ב ה_ שכונה
579_10,forms,ב ה רצועה,ב ה_ רצועה
579_13,forms,ב ה עיר,ב ה_ עיר
581_6,forms,ב ה התפרעויות,ב ה_ התפרעויות
582_7,forms,ו ב ה עיר,ו ב ה_ עיר
584_16,forms,ו רציחתו,ו רציחה_ _של_ _הוא
584_19,forms,הטבעתו,הטבעה_ _של_ _הוא
585_13,forms,עיניו,עין_ _של_ _הוא
585_16,forms,התייחסותו,התייחסות_ _של_ _הוא
585_36,forms,ל ה גישה,ל ה_ גישה
586_4,forms,רשימתו,רשימה_ _של_ _הוא
587_3,forms,ל ה גישה,ל ה_ גישה
587_20,forms,ל ה סמלים,ל ה_ סמלים
587_28,forms,ו ל תפיסתן,ו ל תפיסה_ _של_ _הן
587_33,forms,ל ה רגש,ל ה_ רגש
588_7,forms,ל ה שאלה,ל ה_ שאלה
590_10,forms,עלי הם,על_ _הם
590_19,forms,ו דומיו,ו דומי_ _של_ _הוא
591_12,forms,ל ה שמאל,ל ה_ שמאל
591_20,forms,ב עיניו,ב עין_ _של_ _הוא
592_8,forms,ו אדמתה,ו אדמה_ _של_ _היא
593_3,forms,מ הם,מן_ _הם
595_28,forms,ש אחריתו,ש אחרית_ _של_ _הוא
597_12,forms,מ ספריו,מ ספר_ _של_ _הוא
597_17,forms,ב ה עיתונות,ב ה_ עיתונות
598_2,forms,ש כוונתו,ש כוונה_ _של_ _הוא
598_12,forms,ב רוחה,ב רוח_ _של_ _היא
598_18,forms,ב הוא,ב_ _הוא
599_6,forms,ב ה אגפים,ב ה_ אגפים
599_13,forms,ש את היא,ש אותו_ _היא
600_3,forms,ב ה צירוף,ב ה_ צירוף
601_7,forms,ל ה אופן,ל ה_ אופן
601_8,forms,ש ב הוא,ש ב_ _הוא
601_13,forms,זכרם,זכר_ _של_ _הם
602_11,forms,ב ה פובליציסטיקה,ב ה_ פובליציסטיקה
602_18,forms,ל ה שואה,ל ה_ שואה
603_3,forms,את הוא,את_ _הוא
603_14,forms,ל ה דברים,ל ה_ דברים
604_19,forms,ב מותם,ב מוות_ _של_ _הם
604_21,forms,ל אנחנו,ל_ _אנחנו
605_14,forms,קברו,קבר_ _של_ _הוא
606_16,forms,ו ב רשימתו,ו ב רשימה_ _של_ _הוא
606_25,forms,ל אני,ל_ _אני
606_30,forms,כולה,כולה _היא
607_14,forms,ב עיניו,ב עין_ _של_ _הוא
610_1,forms,מ ביקורתו,מ ביקורת_ _של_ _הוא
610_5,forms,כתיבתו,כתיבה_ _של_ _הוא
610_14,forms,ל ה עניין,ל ה_ עניין
610_21,forms,את הוא,את_ _הוא
612_6,forms,כ ה זו,כ ה_ זו
614_18,forms,אביו,אב_ _של_ _הוא
616_8,forms,ל ה מוות,ל ה_ מוות
616_16,forms,ל ה סמלים,ל ה_ סמלים
617_6,forms,ל ה פסקה,ל ה_ פסקה
617_16,forms,ש כולו,ש כולו _הוא
618_4,forms,מרכיביו,מרכיב_ _של_ _הוא
619_2,forms,ל הוא,ל_ _הוא
619_7,forms,נטייתו,נטייה_ _של_ _הוא
620_11,forms,ש כולו,ש כולו _הוא
620_18,forms,"ש "" נטייתו","ש "" __ _של_ _הוא"
621_4,forms,ש ל ה דברים,ש ל ה_ דברים
624_4,forms,ב ה ארץ,ב ה_ ארץ
624_20,forms,חלקם,חלק_ _של_ _הם
624_24,forms,את הם,את_ _הם
625_16,forms,זיקתו,זיקה_ _של_ _הוא
626_24,forms,ב נפשה,ב נפש_ _של_ _היא
627_6,forms,מ בחינתו,מ בחינה_ _של_ _הוא
628_2,forms,ו חבריו,ו חבר_ _של_ _הוא
628_3,forms,ל ה דעה,ל ה_ דעה
628_24,forms,ל ה ציבור,ל ה_ ציבור
628_33,forms,מ הם,מן_ _הם
628_39,forms,אלי הן,אל_ _הן
629_3,forms,כ ה זו,כ ה_ זו
630_5,forms,ל תמיהתו,ל תמיהה_ _של_ _הוא
632_8,forms,ל הוא,ל_ _הוא
632_31,forms,את היא,את_ _היא
634_4,forms,את הוא,את_ _הוא
634_16,forms,ל הוא,ל_ _הוא
634_22,forms,ב ה ארץ,ב ה_ ארץ
635_12,forms,ב לבם,ב לב_ _של_ _הם
635_19,forms,ל הוא,ל_ _הוא
635_42,forms,כ ה זה,כ ה_ זה
635_44,forms,ב ה ארץ,ב ה_ ארץ
636_4,forms,כ ה זכור,כ ה_ זכור
637_31,forms,ממן הוא,מן_ _הוא
638_13,forms,אומללותם,אומללות_ _של_ _הם
639_3,forms,ש זרועם,ש זרוע_ _של_ _הם
639_7,forms,ב ה עם,ב ה_ עם
639_15,forms,אחרי הם,אחרי_ _הם
640_17,forms,התרגשותם,התרגשות_ _של_ _הם
641_8,forms,ב ה שמאל,ב ה_ שמאל
641_10,forms,כולו,כולו _הוא
642_3,forms,ל ה עובדה,ל ה_ עובדה
642_5,forms,ו דומיו,ו דומי_ _של_ _הוא
644_6,forms,אופיים,אופי_ _של_ _הם
644_11,forms,ל צרכיו,ל צורך_ _של_ _הוא
646_2,forms,כ ה זה,כ ה_ זה
646_16,forms,ש ב מסגרתה,ש ב מסגרת_ _של_ _היא
647_3,forms,ל ה רגשות,ל ה_ רגשות
648_26,forms,ב הן,ב_ _הן
649_33,forms,טקסיו,טקס_ _של_ _הוא
649_35,forms,סמליו,סמל_ _של_ _הוא
649_38,forms,ב הם,ב_ _הם
650_7,forms,ל ה פופולריות,ל ה_ פופולריות
650_24,forms,רגשותיו,רגש_ _של_ _הוא
651_2,forms,מאמרו,מאמר_ _של_ _הוא
651_14,forms,עלי הם,על_ _הם
652_3,forms,ב אזניהם,ב __ _של_ _הם
652_6,forms,את הם,את_ _הם
652_26,forms,ל ה שלטון,ל ה_ שלטון
652_29,forms,כ ה זה,כ ה_ זה
653_4,forms,ב דעתו,ב דעה_ _של_ _הוא
653_18,forms,ל ה הדגשה,ל ה_ הדגשה
654_20,forms,ל ה צו,ל ה_ צו
654_24,forms,כ ה זה,כ ה_ זה
654_29,forms,ב ה מסע,ב ה_ מסע
655_30,forms,את היא,את_ _היא
656_9,forms,ב ה שנים,ב ה_ שנים
656_21,forms,ב ה שואה,ב ה_ שואה
658_2,forms,מ סיפוריו,מ סיפור_ _של_ _הוא
659_5,forms,את הוא,את_ _הוא
659_12,forms,עם הוא,אתו _הוא
659_14,forms,ל ה שולחן,ל ה_ שולחן
659_23,forms,את הוא,את_ _הוא
660_2,forms,ב עיני,ב עין_ _של_ _אני
660_20,forms,תכונותיהם,תכונה_ _של_ _הם
661_22,forms,ב ה לוויה,ב ה_ לוויה
661_24,forms,ש תומכיו,ש תומך_ _של_ _הוא
661_26,forms,ל הוא,ל_ _הוא
661_30,forms,ל ה ארץ,ל ה_ ארץ
662_17,forms,ארונו,ארון_ _של_ _הוא
663_5,forms,ממדיו,ממד_ _של_ _הוא
663_32,forms,ל ה כנסת,ל ה_ כנסת
664_11,forms,כולה,כולה _היא
664_21,forms,תושביה,תושב_ _של_ _היא
664_23,forms,ארונו,ארון_ _של_ _הוא
665_13,forms,ב מותו,ב מוות_ _של_ _הוא
665_16,forms,ל ה ערבים,ל ה_ ערבים
666_11,forms,קבורתו,קבורה_ _של_ _הוא
667_4,forms,ב ה בקעה,ב ה_ בקעה
667_28,forms,ב ה עם,ב ה_ עם
667_47,forms,לעבר הוא,לעבר_ _הוא
670_4,forms,ל ה ניסוח,ל ה_ ניסוח
672_2,forms,תחזיתו,תחזית_ _של_ _הוא
672_3,forms,כמו היא,כמו_ _היא
674_6,forms,ב ה ממשלה,ב ה_ ממשלה
674_11,forms,ב ראשה,ב ראש_ _של_ _היא
675_1,forms,ב ה הודעה,ב ה_ הודעה
676_1,forms,דמו,דם_ _של_ _הוא
676_2,forms,עלי הם,על_ _הם
677_7,forms,ב הספדו,ב הספד_ _של_ _הוא
677_14,forms,ל ה חבר,ל ה_ חבר
677_18,forms,ו ל ה חבר,ו ל ה_ חבר
678_18,forms,ב ה ידיעה,ב ה_ ידיעה
678_23,forms,ב ה תנועה,ב ה_ תנועה
678_28,forms,ב ה ימים,ב ה_ ימים
678_39,forms,את הם,את_ _הם
679_8,forms,ל הוא,ל_ _הוא
680_4,forms,ב ה בקעה,ב ה_ בקעה
680_29,forms,ל רגשותיהם,ל רגש_ _של_ _הם
681_14,forms,קיומה,קיום_ _של_ _היא
682_16,forms,ב ה יהודים,ב ה_ יהודים
682_23,forms,ב ה ערבים,ב ה_ ערבים
684_11,forms,את היא,את_ _היא
685_14,forms,את הם,את_ _הם
686_1,forms,עיניהם,עין_ _של_ _הם
689_14,forms,הרגשתם,הרגשה_ _של_ _הם
689_21,forms,עלי הם,על_ _הם
690_7,forms,תפקידם,תפקיד_ _של_ _הם
690_19,forms,את הוא,את_ _הוא
691_11,forms,כ ה דין,כ ה_ דין
692_4,forms,רוצחו,רוצח_ _של_ _הוא
692_13,forms,קולו,קול_ _של_ _הוא
692_19,forms,ל הוא,ל_ _הוא
692_22,forms,מ השקפותיו,מ השקפה_ _של_ _הוא
693_8,forms,תעמולתה,תעמולה_ _של_ _היא
693_26,forms,ל הפעלתם,ל הפעלה_ _של_ _הם
694_4,forms,ש ב הוא,ש ב_ _הוא
696_6,forms,ב פניה,ב פנים_ _של_ _היא
696_8,forms,עתידם,עתיד_ _של_ _הם
696_12,forms,ב ה שטחים,ב ה_ שטחים
696_15,forms,לפתור את היא,לפותרה את _היא
697_12,forms,את אנחנו,את_ _אנחנו
698_9,forms,ב ה מדינה,ב ה_ מדינה
699_2,forms,ב ה פוליטיקה,ב ה_ פוליטיקה
701_8,forms,ב הוא,ב_ _הוא
701_37,forms,ל אחיהם,ל __ _של_ _הם
702_16,forms,ב ה אמצע,ב ה_ אמצע
702_24,forms,ל ה פלשתינאים,ל ה_ פלשתינאים
703_4,forms,דרכיהם,דרך_ _של_ _הם
703_16,forms,ב ה תוכנית,ב ה_ תוכנית
704_31,forms,לאומיותם,לאומיות_ _של_ _הם
704_36,forms,ב ה דרך,ב ה_ דרך
704_40,forms,מ של הם,מ שלהם _הם
704_44,forms,ב ה שטחים,ב ה_ שטחים
705_1,forms,ב ה יום,ב ה_ יום
708_14,forms,ל ה שמאל,ל ה_ שמאל
711_4,forms,ב גיבושן,ב גיבוש_ _של_ _הן
711_14,forms,ב יישומן,ב יישום_ _של_ _הן
711_22,forms,ב קריסתן,ב קריסה_ _של_ _הן
712_4,forms,ב סופו,ב סוף_ _של_ _הוא
714_2,forms,ביני הם,בין_ _הם
714_6,forms,ל ה כנסת,ל ה_ כנסת
714_8,forms,פתרונותיהם,פתרון_ _של_ _הם
715_10,forms,ב ה ימין,ב ה_ ימין
715_11,forms,ו ב ה שמאל,ו ב ה_ שמאל
715_16,forms,ב התנהגותם,ב התנהגות_ _של_ _הם
715_29,forms,פתרונו,פתרון_ _של_ _הוא
717_7,forms,ב ה מחנה,ב ה_ מחנה
717_18,forms,התייחסותו,התייחסות_ _של_ _הוא
717_25,forms,ל ה מאורעות,ל ה_ מאורעות
718_13,forms,ב ה כנסת,ב ה_ כנסת
719_11,forms,ב היא,ב_ _היא
719_25,forms,פיה,פה_ _של_ _היא
719_33,forms,ב הוא,ב_ _הוא
720_5,forms,ל ה גוש,ל ה_ גוש
720_23,forms,ב שנותיה,ב שנה_ _של_ _היא
721_13,forms,ב ה עמדה,ב ה_ עמדה
721_18,forms,כולה,כולה _היא
721_23,forms,ב רובם,ב רוב_ _של_ _הם
721_28,forms,ב ה עיר,ב ה_ עיר
722_3,forms,ל ה מחנה,ל ה_ מחנה
722_13,forms,ל ה כנסת,ל ה_ כנסת
723_1,forms,כ כ ה זה,כ כ ה_ זה
724_11,forms,ל ה אנשים,ל ה_ אנשים
725_9,forms,ב ה תואר,ב ה_ תואר
726_1,forms,ב ה שנה,ב ה_ שנה
727_27,forms,את היא,את_ _היא
728_6,forms,ל ה מחנה,ל ה_ מחנה
730_5,forms,את אנחנו,את_ _אנחנו
730_11,forms,את הוא,את_ _הוא
731_40,forms,ל אתם,ל_ _אתם
733_8,forms,ל ה אי,ל ה_ אי
733_19,forms,ש ממן הוא,ש מן_ _הוא
734_12,forms,ב ה צפון,ב ה_ צפון
737_10,forms,עצמאותם,עצמאות_ _של_ _הם
738_7,forms,ל תרבותם,ל תרבות_ _של_ _הם
738_8,forms,ו ל שפתם,ו ל שפה_ _של_ _הם
738_14,forms,זכויותיהם,זכות_ _של_ _הם
740_1,forms,ב ה מאה,ב ה_ מאה
740_9,forms,מאחזיהן,מאחז_ _של_ _הן
740_10,forms,ב ה עולם,ב ה_ עולם
741_1,forms,נוכחותן,נוכחות_ _של_ _הן
741_7,forms,צאתן,צאת_ _של_ _הן
741_17,forms,את הוא,את_ _הוא
742_9,forms,חלומותיו,חלום_ _של_ _הוא
744_1,forms,ל רשימתו,ל רשימה_ _של_ _הוא
747_9,forms,קריסתן,קריסה_ _של_ _הן
748_7,forms,ש ב היא,ש ב_ _היא
751_31,forms,ב היא,ב_ _היא
751_32,forms,ב ה עבר,ב ה_ עבר
751_37,forms,ממן היא,מן_ _היא
752_1,forms,לווייתו,לוויה_ _של_ _הוא
752_5,forms,ב ראשיתה,ב ראשית_ _של_ _היא
752_7,forms,ב המשכה,ב המשך_ _של_ _היא
753_1,forms,אחיו,__ _של_ _הוא
753_3,forms,את הוא,את_ _הוא
753_6,forms,ב משפחתו,ב משפחה_ _של_ _הוא
755_3,forms,להספיד את הוא,להספידו את _הוא
755_11,forms,עבור הוא,עבור_ _הוא
756_13,forms,מגוריהם,מגורים_ _של_ _הם
757_7,forms,כ מבטאה,כ מבטא_ _של_ _היא
757_19,forms,של היא,_של _היא
758_2,forms,ב ה ציונות,ב ה_ ציונות
758_8,forms,ל שיאו,ל שיא_ _של_ _הוא
758_13,forms,ממן הוא,מן_ _הוא
759_1,forms,ב יסודו,ב יסוד_ _של_ _הוא
759_13,forms,ב הוא,ב_ _הוא
759_17,forms,ל ה כן,ל ה_ כן
762_4,forms,ב משנתו,ב משנה_ _של_ _הוא
763_2,forms,ל ה כנסת,ל ה_ כנסת
764_8,forms,ש מ הן,ש מן_ _הן
764_11,forms,תומכיו,תומך_ _של_ _הוא
766_5,forms,עם הוא,אתו _הוא
766_22,forms,ו עלי הם,ו על_ _הם
768_8,forms,ב עיניו,ב עין_ _של_ _הוא
768_10,forms,ב דיבורו,ב דיבור_ _של_ _הוא
769_4,forms,מ כיסו,מ כיס_ _של_ _הוא
769_8,forms,את הוא,את_ _הוא
770_3,forms,ל ה אנשים,ל ה_ אנשים
770_13,forms,ל הוא,ל_ _הוא
771_12,forms,ימיו,יום_ _של_ _הוא
771_17,forms,את היא,את_ _היא
773_7,forms,ב ה עולם,ב ה_ עולם
773_9,forms,ל היא,ל_ _היא
773_11,forms,של היא,של_ _היא
773_16,forms,מ הן,מן_ _הן
773_28,forms,של היא,של_ _היא
774_7,forms,ל ה דמוקרטיה,ל ה_ דמוקרטיה
774_15,forms,ל הוא,ל_ _הוא
774_36,forms,צדן,צד_ _של_ _הן
775_1,forms,ב ה שנים,ב ה_ שנים
776_24,forms,מרכיביו,מרכיב_ _של_ _הוא
777_10,forms,ל זכרו,ל זכר_ _של_ _הוא
777_15,forms,לייצג את היא,לייצגה את _היא
777_16,forms,ב הלווייתו,ב הלוויה_ _של_ _הוא
777_21,forms,מ של אנחנו,מ שלנו _אנחנו
778_5,forms,מושבו,מושב_ _של_ _הוא
778_6,forms,ב ה כנסת,ב ה_ כנסת
780_7,forms,כמו הוא,כמו_ _הוא
780_13,forms,ב ה שוליים,ב ה_ שוליים
781_12,forms,ב הוא,ב_ _הוא
781_14,forms,ב ה זמן,ב ה_ זמן
782_9,forms,כליאתם,כליאה_ _של_ _הם
783_2,forms,מצבם,מצב_ _של_ _הם
783_9,forms,גירושם,גירוש_ _של_ _הם
785_7,forms,מושבו,מושב_ _של_ _הוא
785_10,forms,ב ה שמים,ב ה_ שמים
785_12,forms,ב ה שאול,ב ה_ שאול
785_24,forms,לפני הוא,לפני_ _הוא
785_26,forms,ל אתם,ל_ _אתם
786_12,forms,ב הוא,ב_ _הוא
786_29,forms,את הוא,את_ _הוא
786_32,forms,ל ה גרוע,ל ה_ גרוע
787_8,forms,ב ה מזרח,ב ה_ מזרח
787_14,forms,ב ה מהפך,ב ה_ מהפך
787_19,forms,של הוא,של_ _הוא
788_3,forms,ל הוא,ל_ _הוא
788_6,forms,ב עולמנו,ב עולם_ _של_ _אנחנו
788_12,forms,ו ל אני,ו ל_ _אני
788_15,forms,את הוא,את_ _הוא
788_17,forms,ב דירתו,ב דירה_ _של_ _הוא
789_7,forms,ל הוא,ל_ _הוא
789_10,forms,ב ה חיים,ב ה_ חיים
789_11,forms,ו ב ה אדם,ו ב ה_ אדם
789_12,forms,ו ב ה טוב,ו ב ה_ טוב
789_15,forms,ל הוא,ל_ _הוא
790_4,forms,ל הוא,ל_ _הוא
791_1,forms,עוד הוא,עודו _הוא
791_9,forms,ל הוא,ל_ _הוא
791_11,forms,חייהם,חיים_ _של_ _הם
792_15,forms,ו שמו,ו שם_ _של_ _הוא
794_6,forms,ל ה מזרח,ל ה_ מזרח
795_8,forms,ב ה עיר,ב ה_ עיר
795_10,forms,ב ה גטו,ב ה_ גטו
796_7,forms,דירותיהם,דירה_ _של_ _הם
796_12,forms,של הם,של_ _הם
797_10,forms,ל ה יהודים,ל ה_ יהודים
797_19,forms,ב ה חומרים,ב ה_ חומרים
798_10,forms,ב ה גטו,ב ה_ גטו
799_3,forms,של הוא,של_ _הוא
799_26,forms,ב בתיהם,ב בית_ _של_ _הם
800_3,forms,ל הם,ל_ _הם
800_9,forms,ב הוא,ב_ _הוא
801_3,forms,אצל הוא,אצל_ _הוא
801_5,forms,ל קרוביהם,ל קרוב_ _של_ _הם
801_6,forms,ו ל מכריהם,ו ל מכר_ _של_ _הם
802_12,forms,ל ה עבודה,ל ה_ עבודה
802_14,forms,ל תחומיו,ל תחום_ _של_ _הוא
803_5,forms,מ הם,מן_ _הם
803_8,forms,ל הם,ל_ _הם
803_11,forms,ל ה גטו,ל ה_ גטו
804_4,forms,ל טובתם,ל טובה_ _של_ _הם
804_23,forms,של הוא,של_ _הוא
804_29,forms,ב ה גטו,ב ה_ גטו
804_40,forms,ב זיכרונו,ב זיכרון_ _של_ _הוא
806_4,forms,ל הוא,ל_ _הוא
806_18,forms,ב ה שדרה,ב ה_ שדרה
807_8,forms,ב ה גטו,ב ה_ גטו
807_12,forms,ב ספרו,ב ספר_ _של_ _הוא
807_20,forms,בין הוא,בין_ _הוא
808_2,forms,מ הם,מן_ _הם
808_4,forms,את הוא,את_ _הוא
808_13,forms,את הוא,את_ _הוא
808_34,forms,את הוא,את_ _הוא
808_40,forms,ל הוא,ל_ _הוא
809_10,forms,ב ה גטו,ב ה_ גטו
809_14,forms,את הוא,את_ _הוא
809_18,forms,ב אנחנו,ב_ _אנחנו
810_15,forms,אביו,אב_ _של_ _הוא
811_18,forms,ממן היא,מן_ _היא
811_46,forms,ב ה היסטוריה,ב ה_ היסטוריה
812_3,forms,של הוא,של_ _הוא
812_29,forms,את הוא,את_ _הוא
813_2,forms,את הוא,את_ _הוא
814_9,forms,את הוא,את_ _הוא
816_8,forms,ל גירושם,ל גירוש_ _של_ _הם
817_3,forms,ב הם,ב_ _הם
817_4,forms,ב ה מקום,ב ה_ מקום
818_4,forms,כ ה אלה,כ ה_ אלה
818_9,forms,של הוא,של_ _הוא
822_2,forms,ל הם,ל_ _הם
822_5,forms,מ של הם,מ שלהם _הם
822_9,forms,חשבונו,חשבון_ _של_ _הוא
823_19,forms,להציל את הם,להצילם את _הם
825_5,forms,ב ה חינוך,ב ה_ חינוך
825_8,forms,ב ה מבנה,ב ה_ מבנה
825_12,forms,ב ה אמונה,ב ה_ אמונה
826_2,forms,ל מיטתו,ל מיטה_ _של_ _הוא
827_4,forms,את אנחנו,את_ _אנחנו
828_8,forms,את הוא,את_ _הוא
828_15,forms,עלי הוא,על_ _הוא
829_7,forms,ל הוא,ל_ _הוא
829_9,forms,אישתו,איש_ _של_ _הוא
833_13,forms,ל אנחנו,ל_ _אנחנו
834_7,forms,ב צלה,ב צל_ _של_ _היא
834_11,forms,ו ל היא,ו ל_ _היא
834_14,forms,ש ב ראשו,ש ב ראש_ _של_ _הוא
836_4,forms,ב ה סמטה,ב ה_ סמטה
